Year,suicidal thoughts,State,Search_Term,suicide hotline,self harm,mental health crisis,suicide prevention,crisis hotline,psychiatric hospital,depression help
2017,,Idaho,suicide hotline,58.833333333333336,,,,,,
2018,,Idaho,suicide hotline,64.33333333333333,,,,,,
2019,,Idaho,suicide hotline,48.833333333333336,,,,,,
2020,,Idaho,suicide hotline,63.833333333333336,,,,,,
2021,,Idaho,suicide hotline,51.916666666666664,,,,,,
2022,,Idaho,suicide hotline,67.5,,,,,,
2023,,Idaho,suicide hotline,57.083333333333336,,,,,,
2013,,Idaho,self harm,,47.75,,,,,
2014,,Idaho,self harm,,49.166666666666664,,,,,
2015,,Idaho,self harm,,55.333333333333336,,,,,
2016,,Idaho,self harm,,42.5,,,,,
2017,,Idaho,self harm,,44.666666666666664,,,,,
2018,,Idaho,self harm,,41.083333333333336,,,,,
2019,,Idaho,self harm,,38.333333333333336,,,,,
2020,,Idaho,self harm,,33.083333333333336,,,,,
2021,,Idaho,self harm,,45.5,,,,,
2022,,Idaho,self harm,,51.833333333333336,,,,,
2023,,Idaho,self harm,,51.083333333333336,,,,,
2013,,Idaho,mental health crisis,,,0.0,,,,
2014,,Idaho,mental health crisis,,,8.333333333333334,,,,
2015,,Idaho,mental health crisis,,,0.0,,,,
2016,,Idaho,mental health crisis,,,0.0,,,,
2017,,Idaho,mental health crisis,,,0.0,,,,
2018,,Idaho,mental health crisis,,,0.0,,,,
2019,,Idaho,mental health crisis,,,0.0,,,,
2020,,Idaho,mental health crisis,,,3.6666666666666665,,,,
2021,,Idaho,mental health crisis,,,0.0,,,,
2022,,Idaho,mental health crisis,,,4.166666666666667,,,,
2023,,Idaho,mental health crisis,,,5.75,,,,
2013,,Idaho,suicide prevention,,,,6.583333333333333,,,
2014,,Idaho,suicide prevention,,,,8.333333333333334,,,
2015,,Idaho,suicide prevention,,,,17.0,,,
2016,,Idaho,suicide prevention,,,,20.416666666666668,,,
2017,,Idaho,suicide prevention,,,,27.0,,,
2018,,Idaho,suicide prevention,,,,40.0,,,
2019,,Idaho,suicide prevention,,,,43.5,,,
2020,,Idaho,suicide prevention,,,,33.583333333333336,,,
2021,,Idaho,suicide prevention,,,,28.5,,,
2022,,Idaho,suicide prevention,,,,33.166666666666664,,,
2023,,Idaho,suicide prevention,,,,30.5,,,
2013,,Idaho,crisis hotline,,,,,0.0,,
2014,,Idaho,crisis hotline,,,,,0.0,,
2015,,Idaho,crisis hotline,,,,,0.0,,
2016,,Idaho,crisis hotline,,,,,0.0,,
2017,,Idaho,crisis hotline,,,,,0.0,,
2018,,Idaho,crisis hotline,,,,,0.0,,
2019,,Idaho,crisis hotline,,,,,0.0,,
2020,,Idaho,crisis hotline,,,,,7.166666666666667,,
2021,,Idaho,crisis hotline,,,,,8.333333333333334,,
2022,,Idaho,crisis hotline,,,,,0.0,,
2023,,Idaho,crisis hotline,,,,,0.0,,
2013,,Idaho,psychiatric hospital,,,,,,0.0,
2014,,Idaho,psychiatric hospital,,,,,,0.0,
2015,,Idaho,psychiatric hospital,,,,,,8.333333333333334,
2016,,Idaho,psychiatric hospital,,,,,,7.75,
2017,,Idaho,psychiatric hospital,,,,,,0.0,
2018,,Idaho,psychiatric hospital,,,,,,0.0,
2019,,Idaho,psychiatric hospital,,,,,,14.333333333333334,
2020,,Idaho,psychiatric hospital,,,,,,13.75,
2021,,Idaho,psychiatric hospital,,,,,,20.083333333333332,
2022,,Idaho,psychiatric hospital,,,,,,13.083333333333334,
2023,,Idaho,psychiatric hospital,,,,,,14.416666666666666,
2013,,Idaho,depression help,,,,,,,8.583333333333334
2014,,Idaho,depression help,,,,,,,26.416666666666668
2015,,Idaho,depression help,,,,,,,19.916666666666668
2016,,Idaho,depression help,,,,,,,35.833333333333336
2017,,Idaho,depression help,,,,,,,46.333333333333336
2018,,Idaho,depression help,,,,,,,46.083333333333336
2019,,Idaho,depression help,,,,,,,54.25
2020,,Idaho,depression help,,,,,,,47.0
2021,,Idaho,depression help,,,,,,,43.916666666666664
2022,,Idaho,depression help,,,,,,,50.333333333333336
2023,,Idaho,depression help,,,,,,,53.666666666666664
2013,76.08333333333333,Illinois,suicidal thoughts,,,,,,,
2014,78.16666666666667,Illinois,suicidal thoughts,,,,,,,
2015,69.33333333333333,Illinois,suicidal thoughts,,,,,,,
2016,63.166666666666664,Illinois,suicidal thoughts,,,,,,,
2017,59.416666666666664,Illinois,suicidal thoughts,,,,,,,
2018,62.083333333333336,Illinois,suicidal thoughts,,,,,,,
2019,56.583333333333336,Illinois,suicidal thoughts,,,,,,,
2020,45.333333333333336,Illinois,suicidal thoughts,,,,,,,
2021,46.5,Illinois,suicidal thoughts,,,,,,,
2022,43.75,Illinois,suicidal thoughts,,,,,,,
2023,44.5,Illinois,suicidal thoughts,,,,,,,
2013,,Illinois,suicide hotline,26.75,,,,,,
2014,,Illinois,suicide hotline,30.5,,,,,,
2015,,Illinois,suicide hotline,31.166666666666668,,,,,,
2016,,Illinois,suicide hotline,34.833333333333336,,,,,,
2017,,Illinois,suicide hotline,54.833333333333336,,,,,,
2018,,Illinois,suicide hotline,57.583333333333336,,,,,,
2019,,Illinois,suicide hotline,48.75,,,,,,
2020,,Illinois,suicide hotline,53.583333333333336,,,,,,
2021,,Illinois,suicide hotline,47.916666666666664,,,,,,
2022,,Illinois,suicide hotline,61.416666666666664,,,,,,
2023,,Illinois,suicide hotline,52.416666666666664,,,,,,
2013,,Illinois,self harm,,69.25,,,,,
2014,,Illinois,self harm,,76.5,,,,,
2015,,Illinois,self harm,,61.416666666666664,,,,,
2016,,Illinois,self harm,,50.0,,,,,
2017,,Illinois,self harm,,45.083333333333336,,,,,
2018,,Illinois,self harm,,43.333333333333336,,,,,
2019,,Illinois,self harm,,39.0,,,,,
2020,,Illinois,self harm,,42.25,,,,,
2021,,Illinois,self harm,,45.333333333333336,,,,,
2022,,Illinois,self harm,,45.5,,,,,
2023,,Illinois,self harm,,50.416666666666664,,,,,
2013,,Illinois,mental health crisis,,,2.5,,,,
2014,,Illinois,mental health crisis,,,4.333333333333333,,,,
2015,,Illinois,mental health crisis,,,4.25,,,,
2016,,Illinois,mental health crisis,,,14.5,,,,
2017,,Illinois,mental health crisis,,,19.833333333333332,,,,
2018,,Illinois,mental health crisis,,,27.25,,,,
2019,,Illinois,mental health crisis,,,34.416666666666664,,,,
2020,,Illinois,mental health crisis,,,37.833333333333336,,,,
2021,,Illinois,mental health crisis,,,44.25,,,,
2022,,Illinois,mental health crisis,,,72.16666666666667,,,,
2023,,Illinois,mental health crisis,,,76.16666666666667,,,,
2013,,Illinois,suicide prevention,,,,19.75,,,
2014,,Illinois,suicide prevention,,,,22.916666666666668,,,
2015,,Illinois,suicide prevention,,,,27.25,,,
2016,,Illinois,suicide prevention,,,,23.583333333333332,,,
2017,,Illinois,suicide prevention,,,,29.166666666666668,,,
2018,,Illinois,suicide prevention,,,,36.75,,,
2019,,Illinois,suicide prevention,,,,35.833333333333336,,,
2020,,Illinois,suicide prevention,,,,28.166666666666668,,,
2021,,Illinois,suicide prevention,,,,28.083333333333332,,,
2022,,Illinois,suicide prevention,,,,33.833333333333336,,,
2023,,Illinois,suicide prevention,,,,32.0,,,
2013,,Illinois,crisis hotline,,,,,43.666666666666664,,
2014,,Illinois,crisis hotline,,,,,47.5,,
2015,,Illinois,crisis hotline,,,,,60.583333333333336,,
2016,,Illinois,crisis hotline,,,,,38.666666666666664,,
2017,,Illinois,crisis hotline,,,,,53.416666666666664,,
2018,,Illinois,crisis hotline,,,,,47.583333333333336,,
2019,,Illinois,crisis hotline,,,,,55.25,,
2020,,Illinois,crisis hotline,,,,,58.666666666666664,,
2021,,Illinois,crisis hotline,,,,,49.583333333333336,,
2022,,Illinois,crisis hotline,,,,,64.75,,
2023,,Illinois,crisis hotline,,,,,67.58333333333333,,
2013,,Illinois,psychiatric hospital,,,,,,72.83333333333333,
2014,,Illinois,psychiatric hospital,,,,,,64.08333333333333,
2015,,Illinois,psychiatric hospital,,,,,,73.41666666666667,
2016,,Illinois,psychiatric hospital,,,,,,73.0,
2017,,Illinois,psychiatric hospital,,,,,,74.16666666666667,
2018,,Illinois,psychiatric hospital,,,,,,73.83333333333333,
2019,,Illinois,psychiatric hospital,,,,,,79.08333333333333,
2020,,Illinois,psychiatric hospital,,,,,,69.75,
2021,,Illinois,psychiatric hospital,,,,,,81.91666666666667,
2022,,Illinois,psychiatric hospital,,,,,,79.33333333333333,
2023,,Illinois,psychiatric hospital,,,,,,79.33333333333333,
2013,,Illinois,depression help,,,,,,,52.166666666666664
2014,,Illinois,depression help,,,,,,,59.583333333333336
2015,,Illinois,depression help,,,,,,,62.333333333333336
2016,,Illinois,depression help,,,,,,,63.916666666666664
2017,,Illinois,depression help,,,,,,,68.83333333333333
2018,,Illinois,depression help,,,,,,,75.75
2019,,Illinois,depression help,,,,,,,75.83333333333333
2020,,Illinois,depression help,,,,,,,73.41666666666667
2021,,Illinois,depression help,,,,,,,71.41666666666667
2022,,Illinois,depression help,,,,,,,76.41666666666667
2023,,Illinois,depression help,,,,,,,77.83333333333333
2013,58.416666666666664,Indiana,suicidal thoughts,,,,,,,
2014,59.5,Indiana,suicidal thoughts,,,,,,,
2015,55.25,Indiana,suicidal thoughts,,,,,,,
2016,51.166666666666664,Indiana,suicidal thoughts,,,,,,,
2017,50.916666666666664,Indiana,suicidal thoughts,,,,,,,
2018,55.083333333333336,Indiana,suicidal thoughts,,,,,,,
2019,47.416666666666664,Indiana,suicidal thoughts,,,,,,,
2020,40.5,Indiana,suicidal thoughts,,,,,,,
2021,40.5,Indiana,suicidal thoughts,,,,,,,
2022,39.666666666666664,Indiana,suicidal thoughts,,,,,,,
2023,37.75,Indiana,suicidal thoughts,,,,,,,
2013,,Indiana,suicide hotline,23.166666666666668,,,,,,
2014,,Indiana,suicide hotline,32.166666666666664,,,,,,
2015,,Indiana,suicide hotline,39.25,,,,,,
2016,,Indiana,suicide hotline,39.25,,,,,,
2017,,Indiana,suicide hotline,61.583333333333336,,,,,,
2018,,Indiana,suicide hotline,60.75,,,,,,
2019,,Indiana,suicide hotline,49.666666666666664,,,,,,
2020,,Indiana,suicide hotline,52.416666666666664,,,,,,
2021,,Indiana,suicide hotline,46.166666666666664,,,,,,
2022,,Indiana,suicide hotline,58.416666666666664,,,,,,
2023,,Indiana,suicide hotline,54.5,,,,,,
2013,,Indiana,self harm,,68.16666666666667,,,,,
2014,,Indiana,self harm,,80.5,,,,,
2015,,Indiana,self harm,,60.416666666666664,,,,,
2016,,Indiana,self harm,,49.75,,,,,
2017,,Indiana,self harm,,41.75,,,,,
2018,,Indiana,self harm,,41.666666666666664,,,,,
2019,,Indiana,self harm,,36.75,,,,,
2020,,Indiana,self harm,,36.333333333333336,,,,,
2021,,Indiana,self harm,,43.666666666666664,,,,,
2022,,Indiana,self harm,,38.833333333333336,,,,,
2023,,Indiana,self harm,,41.75,,,,,
2013,,Indiana,mental health crisis,,,0.0,,,,
2014,,Indiana,mental health crisis,,,0.0,,,,
2015,,Indiana,mental health crisis,,,0.0,,,,
2016,,Indiana,mental health crisis,,,4.5,,,,
2017,,Indiana,mental health crisis,,,13.0,,,,
2018,,Indiana,mental health crisis,,,3.75,,,,
2019,,Indiana,mental health crisis,,,19.0,,,,
2020,,Indiana,mental health crisis,,,32.833333333333336,,,,
2021,,Indiana,mental health crisis,,,35.083333333333336,,,,
2022,,Indiana,mental health crisis,,,59.333333333333336,,,,
2023,,Indiana,mental health crisis,,,76.0,,,,
2013,,Indiana,suicide prevention,,,,21.0,,,
2014,,Indiana,suicide prevention,,,,24.416666666666668,,,
2015,,Indiana,suicide prevention,,,,32.0,,,
2016,,Indiana,suicide prevention,,,,26.166666666666668,,,
2017,,Indiana,suicide prevention,,,,32.0,,,
2018,,Indiana,suicide prevention,,,,37.083333333333336,,,
2019,,Indiana,suicide prevention,,,,33.833333333333336,,,
2020,,Indiana,suicide prevention,,,,29.0,,,
2021,,Indiana,suicide prevention,,,,27.0,,,
2022,,Indiana,suicide prevention,,,,33.0,,,
2023,,Indiana,suicide prevention,,,,32.333333333333336,,,
2013,,Indiana,crisis hotline,,,,,8.333333333333334,,
2014,,Indiana,crisis hotline,,,,,0.0,,
2015,,Indiana,crisis hotline,,,,,0.0,,
2016,,Indiana,crisis hotline,,,,,12.333333333333334,,
2017,,Indiana,crisis hotline,,,,,12.0,,
2018,,Indiana,crisis hotline,,,,,4.5,,
2019,,Indiana,crisis hotline,,,,,23.75,,
2020,,Indiana,crisis hotline,,,,,21.416666666666668,,
2021,,Indiana,crisis hotline,,,,,17.583333333333332,,
2022,,Indiana,crisis hotline,,,,,15.5,,
2023,,Indiana,crisis hotline,,,,,32.166666666666664,,
2013,,Indiana,psychiatric hospital,,,,,,49.083333333333336,
2014,,Indiana,psychiatric hospital,,,,,,28.416666666666668,
2015,,Indiana,psychiatric hospital,,,,,,53.333333333333336,
2016,,Indiana,psychiatric hospital,,,,,,62.416666666666664,
2017,,Indiana,psychiatric hospital,,,,,,62.833333333333336,
2018,,Indiana,psychiatric hospital,,,,,,63.916666666666664,
2019,,Indiana,psychiatric hospital,,,,,,63.916666666666664,
2020,,Indiana,psychiatric hospital,,,,,,58.083333333333336,
2021,,Indiana,psychiatric hospital,,,,,,62.083333333333336,
2022,,Indiana,psychiatric hospital,,,,,,65.25,
2023,,Indiana,psychiatric hospital,,,,,,67.16666666666667,
2013,,Indiana,depression help,,,,,,,54.0
2014,,Indiana,depression help,,,,,,,54.5
2015,,Indiana,depression help,,,,,,,57.666666666666664
2016,,Indiana,depression help,,,,,,,58.166666666666664
2017,,Indiana,depression help,,,,,,,64.33333333333333
2018,,Indiana,depression help,,,,,,,71.83333333333333
2019,,Indiana,depression help,,,,,,,72.58333333333333
2020,,Indiana,depression help,,,,,,,68.0
2021,,Indiana,depression help,,,,,,,69.75
2022,,Indiana,depression help,,,,,,,71.66666666666667
2023,,Indiana,depression help,,,,,,,74.75
2013,42.75,Iowa,suicidal thoughts,,,,,,,
2014,21.083333333333332,Iowa,suicidal thoughts,,,,,,,
2015,25.5,Iowa,suicidal thoughts,,,,,,,
2016,44.333333333333336,Iowa,suicidal thoughts,,,,,,,
2017,19.833333333333332,Iowa,suicidal thoughts,,,,,,,
2018,37.666666666666664,Iowa,suicidal thoughts,,,,,,,
2019,46.416666666666664,Iowa,suicidal thoughts,,,,,,,
2020,33.833333333333336,Iowa,suicidal thoughts,,,,,,,
2021,20.583333333333332,Iowa,suicidal thoughts,,,,,,,
2022,31.333333333333332,Iowa,suicidal thoughts,,,,,,,
2023,23.916666666666668,Iowa,suicidal thoughts,,,,,,,
2013,,Iowa,suicide hotline,14.5,,,,,,
2014,,Iowa,suicide hotline,23.833333333333332,,,,,,
2015,,Iowa,suicide hotline,33.333333333333336,,,,,,
2016,,Iowa,suicide hotline,36.583333333333336,,,,,,
2017,,Iowa,suicide hotline,61.166666666666664,,,,,,
2018,,Iowa,suicide hotline,68.5,,,,,,
2019,,Iowa,suicide hotline,47.5,,,,,,
2020,,Iowa,suicide hotline,50.666666666666664,,,,,,
2021,,Iowa,suicide hotline,43.416666666666664,,,,,,
2022,,Iowa,suicide hotline,60.25,,,,,,
2023,,Iowa,suicide hotline,52.5,,,,,,
2013,,Iowa,self harm,,54.166666666666664,,,,,
2014,,Iowa,self harm,,64.25,,,,,
2015,,Iowa,self harm,,63.166666666666664,,,,,
2016,,Iowa,self harm,,45.583333333333336,,,,,
2017,,Iowa,self harm,,40.833333333333336,,,,,
2018,,Iowa,self harm,,37.75,,,,,
2019,,Iowa,self harm,,33.833333333333336,,,,,
2020,,Iowa,self harm,,30.75,,,,,
2021,,Iowa,self harm,,39.916666666666664,,,,,
2022,,Iowa,self harm,,35.166666666666664,,,,,
2023,,Iowa,self harm,,39.666666666666664,,,,,
2013,,Iowa,mental health crisis,,,0.0,,,,
2014,,Iowa,mental health crisis,,,0.0,,,,
2015,,Iowa,mental health crisis,,,8.25,,,,
2016,,Iowa,mental health crisis,,,6.416666666666667,,,,
2017,,Iowa,mental health crisis,,,7.5,,,,
2018,,Iowa,mental health crisis,,,0.0,,,,
2019,,Iowa,mental health crisis,,,8.333333333333334,,,,
2020,,Iowa,mental health crisis,,,9.75,,,,
2021,,Iowa,mental health crisis,,,4.916666666666667,,,,
2022,,Iowa,mental health crisis,,,60.083333333333336,,,,
2023,,Iowa,mental health crisis,,,63.166666666666664,,,,
2013,,Iowa,suicide prevention,,,,12.333333333333334,,,
2014,,Iowa,suicide prevention,,,,14.416666666666666,,,
2015,,Iowa,suicide prevention,,,,23.833333333333332,,,
2016,,Iowa,suicide prevention,,,,16.75,,,
2017,,Iowa,suicide prevention,,,,25.083333333333332,,,
2018,,Iowa,suicide prevention,,,,34.166666666666664,,,
2019,,Iowa,suicide prevention,,,,30.0,,,
2020,,Iowa,suicide prevention,,,,27.0,,,
2021,,Iowa,suicide prevention,,,,23.416666666666668,,,
2022,,Iowa,suicide prevention,,,,30.916666666666668,,,
2023,,Iowa,suicide prevention,,,,28.25,,,
2013,,Iowa,crisis hotline,,,,,0.0,,
2014,,Iowa,crisis hotline,,,,,0.0,,
2015,,Iowa,crisis hotline,,,,,8.333333333333334,,
2016,,Iowa,crisis hotline,,,,,0.0,,
2017,,Iowa,crisis hotline,,,,,0.0,,
2018,,Iowa,crisis hotline,,,,,6.333333333333333,,
2019,,Iowa,crisis hotline,,,,,5.5,,
2020,,Iowa,crisis hotline,,,,,5.75,,
2021,,Iowa,crisis hotline,,,,,6.25,,
2022,,Iowa,crisis hotline,,,,,9.833333333333334,,
2023,,Iowa,crisis hotline,,,,,4.833333333333333,,
2013,,Iowa,psychiatric hospital,,,,,,8.25,
2014,,Iowa,psychiatric hospital,,,,,,7.916666666666667,
2015,,Iowa,psychiatric hospital,,,,,,0.0,
2016,,Iowa,psychiatric hospital,,,,,,26.166666666666668,
2017,,Iowa,psychiatric hospital,,,,,,26.083333333333332,
2018,,Iowa,psychiatric hospital,,,,,,37.833333333333336,
2019,,Iowa,psychiatric hospital,,,,,,22.833333333333332,
2020,,Iowa,psychiatric hospital,,,,,,34.666666666666664,
2021,,Iowa,psychiatric hospital,,,,,,28.25,
2022,,Iowa,psychiatric hospital,,,,,,38.833333333333336,
2023,,Iowa,psychiatric hospital,,,,,,44.0,
2013,,Iowa,depression help,,,,,,,39.333333333333336
2014,,Iowa,depression help,,,,,,,48.833333333333336
2015,,Iowa,depression help,,,,,,,64.0
2016,,Iowa,depression help,,,,,,,56.5
2017,,Iowa,depression help,,,,,,,64.33333333333333
2018,,Iowa,depression help,,,,,,,67.25
2019,,Iowa,depression help,,,,,,,68.5
2020,,Iowa,depression help,,,,,,,64.16666666666667
2021,,Iowa,depression help,,,,,,,68.5
2022,,Iowa,depression help,,,,,,,69.91666666666667
2023,,Iowa,depression help,,,,,,,74.83333333333333
2013,55.5,Kansas,suicidal thoughts,,,,,,,
2014,53.25,Kansas,suicidal thoughts,,,,,,,
2015,18.083333333333332,Kansas,suicidal thoughts,,,,,,,
2016,31.416666666666668,Kansas,suicidal thoughts,,,,,,,
2017,44.166666666666664,Kansas,suicidal thoughts,,,,,,,
2018,59.583333333333336,Kansas,suicidal thoughts,,,,,,,
2019,47.333333333333336,Kansas,suicidal thoughts,,,,,,,
2020,37.333333333333336,Kansas,suicidal thoughts,,,,,,,
2021,32.75,Kansas,suicidal thoughts,,,,,,,
2022,24.0,Kansas,suicidal thoughts,,,,,,,
2023,23.25,Kansas,suicidal thoughts,,,,,,,
2013,,Kansas,suicide hotline,19.166666666666668,,,,,,
2014,,Kansas,suicide hotline,28.5,,,,,,
2015,,Kansas,suicide hotline,29.75,,,,,,
2016,,Kansas,suicide hotline,37.416666666666664,,,,,,
2017,,Kansas,suicide hotline,45.833333333333336,,,,,,
2018,,Kansas,suicide hotline,67.5,,,,,,
2019,,Kansas,suicide hotline,54.75,,,,,,
2020,,Kansas,suicide hotline,60.916666666666664,,,,,,
2021,,Kansas,suicide hotline,55.916666666666664,,,,,,
2022,,Kansas,suicide hotline,69.91666666666667,,,,,,
2023,,Kansas,suicide hotline,57.5,,,,,,
2013,,Kansas,self harm,,68.58333333333333,,,,,
2014,,Kansas,self harm,,79.41666666666667,,,,,
2015,,Kansas,self harm,,71.66666666666667,,,,,
2016,,Kansas,self harm,,54.833333333333336,,,,,
2017,,Kansas,self harm,,49.583333333333336,,,,,
2018,,Kansas,self harm,,53.5,,,,,
2019,,Kansas,self harm,,40.25,,,,,
2020,,Kansas,self harm,,44.333333333333336,,,,,
2021,,Kansas,self harm,,52.416666666666664,,,,,
2022,,Kansas,self harm,,51.416666666666664,,,,,
2023,,Kansas,self harm,,53.333333333333336,,,,,
2013,,Kansas,mental health crisis,,,0.0,,,,
2014,,Kansas,mental health crisis,,,0.0,,,,
2015,,Kansas,mental health crisis,,,0.0,,,,
2016,,Kansas,mental health crisis,,,0.0,,,,
2017,,Kansas,mental health crisis,,,0.0,,,,
2018,,Kansas,mental health crisis,,,5.166666666666667,,,,
2019,,Kansas,mental health crisis,,,4.5,,,,
2020,,Kansas,mental health crisis,,,19.833333333333332,,,,
2021,,Kansas,mental health crisis,,,42.666666666666664,,,,
2022,,Kansas,mental health crisis,,,53.25,,,,
2023,,Kansas,mental health crisis,,,56.25,,,,
2013,,Kansas,suicide prevention,,,,12.5,,,
2014,,Kansas,suicide prevention,,,,15.666666666666666,,,
2015,,Kansas,suicide prevention,,,,18.333333333333332,,,
2016,,Kansas,suicide prevention,,,,17.916666666666668,,,
2017,,Kansas,suicide prevention,,,,24.75,,,
2018,,Kansas,suicide prevention,,,,35.916666666666664,,,
2019,,Kansas,suicide prevention,,,,31.833333333333332,,,
2020,,Kansas,suicide prevention,,,,28.666666666666668,,,
2021,,Kansas,suicide prevention,,,,23.833333333333332,,,
2022,,Kansas,suicide prevention,,,,34.0,,,
2023,,Kansas,suicide prevention,,,,29.416666666666668,,,
2013,,Kansas,crisis hotline,,,,,0.0,,
2014,,Kansas,crisis hotline,,,,,0.0,,
2015,,Kansas,crisis hotline,,,,,0.0,,
2016,,Kansas,crisis hotline,,,,,0.0,,
2017,,Kansas,crisis hotline,,,,,6.416666666666667,,
2018,,Kansas,crisis hotline,,,,,0.0,,
2019,,Kansas,crisis hotline,,,,,0.0,,
2020,,Kansas,crisis hotline,,,,,0.0,,
2021,,Kansas,crisis hotline,,,,,0.0,,
2022,,Kansas,crisis hotline,,,,,20.25,,
2023,,Kansas,crisis hotline,,,,,8.333333333333334,,
2013,,Kansas,psychiatric hospital,,,,,,22.083333333333332,
2014,,Kansas,psychiatric hospital,,,,,,33.916666666666664,
2015,,Kansas,psychiatric hospital,,,,,,24.166666666666668,
2016,,Kansas,psychiatric hospital,,,,,,48.0,
2017,,Kansas,psychiatric hospital,,,,,,48.0,
2018,,Kansas,psychiatric hospital,,,,,,50.416666666666664,
2019,,Kansas,psychiatric hospital,,,,,,59.666666666666664,
2020,,Kansas,psychiatric hospital,,,,,,54.416666666666664,
2021,,Kansas,psychiatric hospital,,,,,,65.91666666666667,
2022,,Kansas,psychiatric hospital,,,,,,63.833333333333336,
2023,,Kansas,psychiatric hospital,,,,,,63.666666666666664,
2013,,Kansas,depression help,,,,,,,54.25
2014,,Kansas,depression help,,,,,,,45.583333333333336
2015,,Kansas,depression help,,,,,,,46.75
2016,,Kansas,depression help,,,,,,,66.75
2017,,Kansas,depression help,,,,,,,66.5
2018,,Kansas,depression help,,,,,,,78.58333333333333
2019,,Kansas,depression help,,,,,,,76.75
2020,,Kansas,depression help,,,,,,,70.83333333333333
2021,,Kansas,depression help,,,,,,,67.08333333333333
2022,,Kansas,depression help,,,,,,,70.66666666666667
2023,,Kansas,depression help,,,,,,,72.33333333333333
2013,51.75,Kentucky,suicidal thoughts,,,,,,,
2014,65.66666666666667,Kentucky,suicidal thoughts,,,,,,,
2015,40.75,Kentucky,suicidal thoughts,,,,,,,
2016,50.5,Kentucky,suicidal thoughts,,,,,,,
2017,48.583333333333336,Kentucky,suicidal thoughts,,,,,,,
2018,46.916666666666664,Kentucky,suicidal thoughts,,,,,,,
2019,51.0,Kentucky,suicidal thoughts,,,,,,,
2020,40.5,Kentucky,suicidal thoughts,,,,,,,
2021,36.416666666666664,Kentucky,suicidal thoughts,,,,,,,
2022,42.0,Kentucky,suicidal thoughts,,,,,,,
2023,35.083333333333336,Kentucky,suicidal thoughts,,,,,,,
2013,,Kentucky,suicide hotline,12.083333333333334,,,,,,
2014,,Kentucky,suicide hotline,21.5,,,,,,
2015,,Kentucky,suicide hotline,32.083333333333336,,,,,,
2016,,Kentucky,suicide hotline,34.5,,,,,,
2017,,Kentucky,suicide hotline,54.583333333333336,,,,,,
2018,,Kentucky,suicide hotline,52.666666666666664,,,,,,
2019,,Kentucky,suicide hotline,40.25,,,,,,
2020,,Kentucky,suicide hotline,48.083333333333336,,,,,,
2021,,Kentucky,suicide hotline,42.5,,,,,,
2022,,Kentucky,suicide hotline,58.25,,,,,,
2023,,Kentucky,suicide hotline,54.25,,,,,,
2013,,Kentucky,self harm,,61.916666666666664,,,,,
2014,,Kentucky,self harm,,64.08333333333333,,,,,
2015,,Kentucky,self harm,,65.0,,,,,
2016,,Kentucky,self harm,,49.583333333333336,,,,,
2017,,Kentucky,self harm,,46.666666666666664,,,,,
2018,,Kentucky,self harm,,42.333333333333336,,,,,
2019,,Kentucky,self harm,,36.583333333333336,,,,,
2020,,Kentucky,self harm,,36.916666666666664,,,,,
2021,,Kentucky,self harm,,40.833333333333336,,,,,
2022,,Kentucky,self harm,,41.416666666666664,,,,,
2023,,Kentucky,self harm,,42.916666666666664,,,,,
2013,,Kentucky,mental health crisis,,,0.0,,,,
2014,,Kentucky,mental health crisis,,,8.333333333333334,,,,
2015,,Kentucky,mental health crisis,,,0.0,,,,
2016,,Kentucky,mental health crisis,,,0.0,,,,
2017,,Kentucky,mental health crisis,,,0.0,,,,
2018,,Kentucky,mental health crisis,,,7.5,,,,
2019,,Kentucky,mental health crisis,,,0.0,,,,
2020,,Kentucky,mental health crisis,,,0.0,,,,
2021,,Kentucky,mental health crisis,,,0.0,,,,
2022,,Kentucky,mental health crisis,,,46.416666666666664,,,,
2023,,Kentucky,mental health crisis,,,27.75,,,,
2013,,Kentucky,suicide prevention,,,,22.416666666666668,,,
2014,,Kentucky,suicide prevention,,,,21.666666666666668,,,
2015,,Kentucky,suicide prevention,,,,28.75,,,
2016,,Kentucky,suicide prevention,,,,28.666666666666668,,,
2017,,Kentucky,suicide prevention,,,,33.0,,,
2018,,Kentucky,suicide prevention,,,,30.75,,,
2019,,Kentucky,suicide prevention,,,,32.75,,,
2020,,Kentucky,suicide prevention,,,,30.25,,,
2021,,Kentucky,suicide prevention,,,,26.833333333333332,,,
2022,,Kentucky,suicide prevention,,,,34.25,,,
2023,,Kentucky,suicide prevention,,,,33.583333333333336,,,
2013,,Kentucky,crisis hotline,,,,,0.0,,
2014,,Kentucky,crisis hotline,,,,,0.0,,
2015,,Kentucky,crisis hotline,,,,,7.583333333333333,,
2016,,Kentucky,crisis hotline,,,,,0.0,,
2017,,Kentucky,crisis hotline,,,,,0.0,,
2018,,Kentucky,crisis hotline,,,,,35.833333333333336,,
2019,,Kentucky,crisis hotline,,,,,12.666666666666666,,
2020,,Kentucky,crisis hotline,,,,,15.75,,
2021,,Kentucky,crisis hotline,,,,,19.666666666666668,,
2022,,Kentucky,crisis hotline,,,,,64.33333333333333,,
2023,,Kentucky,crisis hotline,,,,,19.083333333333332,,
2013,,Kentucky,psychiatric hospital,,,,,,43.916666666666664,
2014,,Kentucky,psychiatric hospital,,,,,,48.666666666666664,
2015,,Kentucky,psychiatric hospital,,,,,,35.25,
